"id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
16181,"Male","Loyal Customer",39,"Business travel","Eco",277,2,4,4,4,2,2,2,2,3,3,4,1,4,2,20,34,"neutral"
16933,"Female","Loyal Customer",42,"Business travel","Eco",820,2,1,1,1,2,4,4,1,1,2,1,1,1,4,3,7,"dissatisfied"
63872,"Female","Loyal Customer",47,"Business travel","Eco",1158,2,3,3,3,2,3,3,3,3,2,3,2,3,2,0,0,"neutral"
113003,"Female","Loyal Customer",39,"Personal Travel","Eco",1751,5,4,5,3,4,5,4,4,1,4,3,4,4,4,15,14,"satisfied"
56907,"Female","Loyal Customer",42,"Business travel","Business",2454,1,1,2,1,5,5,5,4,3,3,5,5,5,5,8,0,"satisfied"
91214,"Male","Loyal Customer",64,"Personal Travel","Eco",271,2,4,2,5,4,2,4,4,3,2,4,4,4,4,0,0,"neutral"
108701,"Male","Loyal Customer",11,"Personal Travel","Eco Plus",577,2,4,2,1,4,2,4,4,3,5,5,4,4,4,1,0,"neutral"
18982,"Female","Loyal Customer",26,"Business travel","Business",451,3,1,4,1,3,3,3,3,4,2,3,2,3,3,0,0,"dissatisfied"
98478,"Male","Loyal Customer",45,"Business travel","Business",3039,5,5,5,5,5,5,5,4,4,4,4,5,4,4,8,0,"satisfied"
75114,"Male","Loyal Customer",59,"Business travel","Business",1744,5,5,5,5,5,3,4,5,5,5,5,5,5,3,0,24,"satisfied"
82585,"Female","Loyal Customer",54,"Business travel","Business",3055,2,2,2,2,4,4,5,4,4,4,4,4,4,5,0,0,"satisfied"
35630,"Male","Loyal Customer",35,"Business travel","Eco Plus",950,4,5,5,5,4,4,4,4,5,5,1,3,4,4,3,3,"satisfied"
3255,"Female","Loyal Customer",56,"Business travel","Business",419,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0,"satisfied"
59220,"Male","Loyal Customer",18,"Personal Travel","Eco",1440,1,4,1,1,5,1,5,5,3,3,3,5,4,5,3,0,"neutral"
59070,"Female","disloyal Customer",27,"Business travel","Eco",1248,2,2,2,4,3,2,3,3,1,4,2,3,4,3,22,33,"neutral"
113377,"Female","disloyal Customer",33,"Business travel","Business",397,2,1,1,2,3,1,3,3,4,3,4,4,5,3,0,0,"dissatisfied"
100569,"Female","Loyal Customer",36,"Business travel","Business",3451,4,4,4,4,4,4,5,4,4,3,4,3,4,5,0,0,"satisfied"
10752,"Female","Loyal Customer",52,"Business travel","Business",3685,3,2,2,2,4,2,2,3,3,2,3,2,3,2,0,2,"dissatisfied"
7816,"Male","disloyal Customer",30,"Business travel","Eco",650,3,3,3,3,3,3,3,3,1,4,3,4,3,3,2,0,"neutral"
68120,"Male","Loyal Customer",49,"Personal Travel","Eco",813,4,0,4,3,4,4,1,4,2,2,4,4,4,4,47,45,"dissatisfied"
27228,"Male","Loyal Customer",40,"Business travel","Business",2681,2,1,5,1,3,3,4,2,2,2,2,1,2,3,0,0,"neutral"
93645,"Male","Loyal Customer",45,"Business travel","Business",3750,5,3,5,5,3,5,5,4,4,4,4,4,4,3,0,0,"satisfied"
51086,"Female","Loyal Customer",66,"Personal Travel","Eco",110,3,3,3,4,4,4,4,5,5,3,5,4,5,3,7,5,"dissatisfied"
15177,"Male","Loyal Customer",55,"Business travel","Business",2764,3,3,3,3,2,2,3,3,3,3,3,4,3,4,11,0,"neutral"
86398,"Female","Loyal Customer",29,"Business travel","Business",2558,4,4,4,4,4,4,4,4,4,2,5,5,5,4,10,0,"satisfied"
19247,"Female","Loyal Customer",13,"Personal Travel","Eco",782,3,4,3,1,5,3,5,5,5,4,4,5,4,5,79,79,"neutral"
105361,"Female","Loyal Customer",52,"Personal Travel","Eco Plus",452,2,5,2,3,4,1,1,5,5,2,5,2,5,5,4,0,"neutral"
105389,"Male","Loyal Customer",24,"Personal Travel","Eco",369,2,2,2,4,3,2,3,3,1,1,3,4,4,3,0,0,"neutral"
110490,"Female","Loyal Customer",47,"Personal Travel","Eco",883,2,0,1,2,1,3,5,1,1,1,1,2,1,3,15,9,"dissatisfied"
14068,"Male","Loyal Customer",57,"Personal Travel","Eco Plus",980,3,4,3,4,4,3,4,4,4,5,4,3,4,4,94,73,"dissatisfied"
116454,"Female","Loyal Customer",13,"Personal Travel","Eco",296,3,4,3,3,5,3,5,5,2,1,4,4,3,5,53,58,"neutral"
2395,"Male","disloyal Customer",21,"Business travel","Eco",641,3,0,3,3,1,3,1,1,5,5,5,5,5,1,0,0,"neutral"
72101,"Male","Loyal Customer",63,"Personal Travel","Eco",2556,2,3,2,1,5,2,5,5,1,1,5,5,4,5,0,13,"dissatisfied"
10563,"Male","Loyal Customer",47,"Business travel","Business",74,2,2,2,2,2,5,4,4,4,4,5,4,4,4,0,0,"satisfied"
106548,"Female","Loyal Customer",57,"Business travel","Eco",727,2,3,3,3,3,3,3,2,2,2,2,1,2,2,3,0,"dissatisfied"
41673,"Female","disloyal Customer",16,"Business travel","Eco",843,4,4,4,2,5,4,5,5,4,2,3,2,1,5,0,2,"satisfied"
122665,"Female","Loyal Customer",49,"Business travel","Business",361,2,3,3,3,2,3,3,2,2,2,2,1,2,2,6,0,"neutral"
120839,"Female","Loyal Customer",28,"Business travel","Business",993,3,3,3,3,5,5,5,5,4,2,4,5,5,5,0,0,"satisfied"
88476,"Female","Loyal Customer",52,"Business travel","Business",145,3,3,3,3,5,3,4,3,3,3,3,2,3,4,0,3,"dissatisfied"
20318,"Male","disloyal Customer",58,"Business travel","Business",265,2,2,2,4,4,2,4,4,5,4,5,5,4,4,80,74,"dissatisfied"
87399,"Female","Loyal Customer",60,"Personal Travel","Eco",425,2,0,2,5,2,4,5,4,4,2,5,3,4,4,0,0,"neutral"
76658,"Female","Loyal Customer",63,"Personal Travel","Eco",516,1,4,1,4,3,5,5,3,3,1,3,4,3,5,0,0,"neutral"
127547,"Male","Loyal Customer",35,"Business travel","Business",2432,2,1,1,1,4,3,4,2,2,2,2,1,2,3,0,4,"dissatisfied"
72879,"Female","Loyal Customer",44,"Business travel","Business",1096,4,4,4,4,5,5,4,4,4,4,4,5,4,3,51,47,"satisfied"
8918,"Male","disloyal Customer",24,"Business travel","Eco",661,4,0,3,4,4,3,4,4,4,2,5,4,4,4,0,0,"dissatisfied"
18706,"Female","disloyal Customer",25,"Business travel","Eco Plus",190,2,4,2,1,4,2,5,4,3,1,2,4,3,4,0,0,"neutral"
61143,"Male","Loyal Customer",26,"Business travel","Business",2707,3,3,3,3,5,5,5,5,4,4,4,3,5,5,6,0,"satisfied"
29485,"Female","Loyal Customer",36,"Business travel","Eco",1107,5,2,2,2,5,5,5,5,3,1,4,5,4,5,36,25,"satisfied"
127673,"Male","disloyal Customer",20,"Business travel","Eco",653,3,5,4,4,3,4,3,3,1,4,4,3,3,3,0,0,"dissatisfied"
99077,"Female","Loyal Customer",59,"Business travel","Business",2977,2,2,5,2,3,4,5,5,5,5,5,3,5,3,82,75,"satisfied"
74542,"Male","Loyal Customer",29,"Business travel","Business",1171,1,1,4,1,4,4,4,4,3,3,5,3,5,4,0,0,"satisfied"
2537,"Female","Loyal Customer",35,"Business travel","Business",181,0,4,0,4,2,4,4,4,4,4,4,5,4,3,6,14,"satisfied"
79737,"Female","Loyal Customer",47,"Business travel","Eco Plus",749,3,1,3,1,3,4,4,3,3,3,3,2,3,4,50,34,"dissatisfied"
127034,"Male","Loyal Customer",47,"Business travel","Business",2495,1,1,3,1,2,4,4,4,4,4,4,4,4,3,0,0,"satisfied"
62710,"Female","Loyal Customer",56,"Business travel","Business",2556,1,1,2,1,2,4,4,4,4,4,4,3,4,4,2,8,"satisfied"
86030,"Male","Loyal Customer",19,"Personal Travel","Eco",432,4,5,4,1,2,4,2,2,4,5,4,2,5,2,0,0,"neutral"
57447,"Male","Loyal Customer",44,"Business travel","Business",3705,1,1,3,1,4,4,5,4,4,4,4,5,4,4,14,14,"satisfied"
101696,"Male","Loyal Customer",25,"Personal Travel","Eco",1500,1,1,1,2,4,1,4,4,1,5,3,3,3,4,0,0,"neutral"
43945,"Female","Loyal Customer",42,"Business travel","Business",473,2,2,2,2,1,1,1,4,4,4,4,2,4,3,0,0,"satisfied"
87107,"Female","Loyal Customer",59,"Personal Travel","Eco",594,2,4,1,1,1,1,1,2,2,1,2,2,2,4,17,13,"dissatisfied"
128284,"Male","disloyal Customer",41,"Business travel","Business",651,4,4,4,4,3,4,3,3,4,2,5,5,5,3,8,2,"satisfied"
10149,"Male","Loyal Customer",59,"Personal Travel","Eco",1157,3,5,3,4,3,3,3,3,3,3,3,5,5,3,1,0,"dissatisfied"
64784,"Male","Loyal Customer",34,"Business travel","Business",2157,2,2,2,2,4,5,4,5,5,5,5,4,5,5,0,0,"satisfied"
98550,"Male","Loyal Customer",57,"Business travel","Eco Plus",668,3,2,2,2,3,3,3,3,1,3,4,3,3,3,17,10,"neutral"
26087,"Female","Loyal Customer",29,"Business travel","Business",2511,5,5,5,5,4,4,4,4,2,5,2,2,4,4,0,0,"satisfied"
64644,"Female","Loyal Customer",47,"Business travel","Business",2326,1,5,5,5,3,2,2,1,1,1,1,4,1,1,0,0,"neutral"
114760,"Female","Loyal Customer",42,"Business travel","Business",3094,2,2,2,2,4,4,5,5,5,5,5,5,5,3,55,50,"satisfied"
20075,"Female","Loyal Customer",18,"Personal Travel","Eco",738,1,4,1,3,3,1,3,3,5,2,5,3,4,3,0,0,"neutral"
4115,"Male","Loyal Customer",55,"Business travel","Business",3384,3,3,3,3,4,3,3,3,3,3,3,3,3,4,0,0,"neutral"
33006,"Female","Loyal Customer",24,"Personal Travel","Eco",101,4,3,4,3,3,4,4,3,1,1,4,5,4,3,14,21,"neutral"
100074,"Male","Loyal Customer",40,"Business travel","Business",277,0,0,0,1,5,4,4,1,1,1,1,3,1,4,13,9,"satisfied"
7021,"Female","Loyal Customer",33,"Personal Travel","Eco",234,1,4,0,3,3,0,3,3,5,3,4,4,5,3,0,0,"dissatisfied"
80059,"Female","Loyal Customer",59,"Personal Travel","Eco",1089,5,2,5,4,2,4,4,2,2,2,2,4,2,3,0,0,"satisfied"
48867,"Female","Loyal Customer",51,"Business travel","Business",158,5,5,5,5,1,4,5,4,4,4,5,3,4,4,0,0,"satisfied"
12692,"Male","Loyal Customer",56,"Business travel","Eco",689,5,2,2,2,5,5,5,5,5,3,2,5,4,5,0,18,"satisfied"
47180,"Male","Loyal Customer",18,"Business travel","Business",2684,5,5,5,5,5,5,5,5,4,3,1,4,5,5,0,0,"satisfied"
127364,"Male","Loyal Customer",42,"Business travel","Business",868,5,5,4,5,2,4,5,5,5,5,5,3,5,4,0,0,"satisfied"
83652,"Female","Loyal Customer",39,"Business travel","Business",577,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0,"satisfied"
33600,"Female","Loyal Customer",48,"Business travel","Business",474,1,1,1,1,2,4,5,3,3,4,3,5,3,3,0,0,"satisfied"
64301,"Female","Loyal Customer",30,"Business travel","Business",1172,3,3,3,3,5,5,5,5,5,4,5,3,5,5,7,0,"satisfied"
48125,"Female","Loyal Customer",55,"Business travel","Business",2759,4,4,4,4,2,3,2,4,4,4,4,5,4,4,0,0,"satisfied"
103474,"Female","disloyal Customer",28,"Business travel","Business",440,3,3,3,2,1,3,1,1,5,4,5,5,4,1,59,41,"dissatisfied"
34557,"Male","Loyal Customer",42,"Business travel","Business",1598,3,3,5,3,2,4,5,2,2,2,2,5,2,1,0,0,"satisfied"
93623,"Male","Loyal Customer",37,"Business travel","Eco",577,1,3,3,3,1,1,1,1,4,2,1,2,1,1,27,28,"dissatisfied"
586,"Female","Loyal Customer",50,"Business travel","Business",158,0,4,0,4,4,4,5,1,1,1,1,3,1,4,0,0,"satisfied"
79727,"Male","Loyal Customer",61,"Personal Travel","Eco",760,2,5,2,4,2,3,3,5,2,5,5,3,3,3,318,325,"neutral"
57504,"Male","Loyal Customer",54,"Personal Travel","Eco",1075,2,4,2,1,2,2,2,2,4,2,4,3,4,2,21,29,"dissatisfied"
10331,"Female","disloyal Customer",21,"Business travel","Business",201,4,4,4,1,4,4,3,4,3,2,4,3,4,4,0,0,"satisfied"
58090,"Female","Loyal Customer",38,"Business travel","Business",642,1,1,1,1,3,2,2,1,1,1,1,1,1,4,0,0,"neutral"
88865,"Female","Loyal Customer",22,"Business travel","Business",1968,4,4,4,4,4,4,4,4,1,2,3,4,4,4,0,0,"neutral"
55734,"Male","Loyal Customer",40,"Business travel","Business",2161,5,5,5,5,4,5,4,5,5,5,5,5,5,3,0,0,"satisfied"
29606,"Female","Loyal Customer",26,"Business travel","Business",1533,1,2,2,2,1,2,1,1,2,3,4,2,3,1,0,22,"dissatisfied"
83170,"Male","Loyal Customer",30,"Personal Travel","Eco Plus",957,3,5,3,3,2,3,2,2,3,3,5,4,5,2,26,7,"neutral"
100255,"Female","Loyal Customer",45,"Business travel","Business",1708,5,5,5,5,3,4,4,4,4,4,4,5,4,3,5,0,"satisfied"
118230,"Female","Loyal Customer",30,"Business travel","Business",1587,3,3,3,3,5,5,5,5,4,4,5,3,5,5,0,0,"satisfied"
24878,"Female","Loyal Customer",40,"Business travel","Eco",534,4,2,2,2,4,4,4,4,1,2,4,3,5,4,0,6,"satisfied"
22850,"Male","Loyal Customer",25,"Personal Travel","Eco",170,2,4,2,2,4,2,4,4,3,3,4,4,5,4,1,21,"dissatisfied"
12266,"Male","Loyal Customer",43,"Business travel","Eco",190,5,2,2,2,5,5,5,5,5,3,4,5,5,5,0,0,"satisfied"
116960,"Male","Loyal Customer",34,"Business travel","Business",370,4,4,4,4,3,5,4,4,4,4,4,4,4,3,1,0,"satisfied"
100290,"Female","disloyal Customer",29,"Business travel","Business",1092,1,1,1,2,4,1,4,4,5,2,5,4,4,4,4,0,"neutral"
95969,"Female","Loyal Customer",60,"Business travel","Business",3204,5,5,5,5,2,5,4,4,4,4,4,5,4,3,0,0,"satisfied"
14502,"Male","Loyal Customer",30,"Business travel","Business",2013,2,5,5,5,2,2,2,2,3,4,4,2,3,2,1,0,"dissatisfied"
1965,"Male","disloyal Customer",65,"Business travel","Eco",295,1,1,1,3,1,1,4,1,2,3,3,3,3,1,7,0,"neutral"
28483,"Female","Loyal Customer",31,"Business travel","Business",1739,5,5,5,5,5,5,5,5,4,5,4,5,3,5,7,2,"satisfied"
61318,"Female","disloyal Customer",38,"Business travel","Business",853,4,4,4,2,1,4,5,1,4,3,5,4,5,1,1,0,"satisfied"
125855,"Female","Loyal Customer",24,"Business travel","Eco",951,3,2,2,2,3,3,1,3,4,3,1,4,1,3,24,9,"neutral"
118738,"Female","Loyal Customer",25,"Personal Travel","Eco",647,4,1,4,2,1,4,1,1,2,5,3,3,2,1,54,40,"dissatisfied"
55822,"Male","Loyal Customer",50,"Business travel","Business",1416,4,4,4,4,5,4,4,3,3,3,3,5,3,3,5,28,"satisfied"
79312,"Male","Loyal Customer",27,"Personal Travel","Eco",2248,2,4,1,2,3,1,3,3,5,5,5,3,4,3,0,13,"dissatisfied"
34962,"Male","Loyal Customer",37,"Personal Travel","Eco Plus",395,1,4,1,4,4,1,4,4,3,4,4,4,4,4,0,6,"neutral"
126579,"Female","Loyal Customer",10,"Personal Travel","Eco",1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93,"neutral"
109114,"Male","Loyal Customer",53,"Business travel","Business",816,5,5,5,5,5,5,4,5,5,4,5,4,5,3,0,4,"satisfied"
50510,"Male","Loyal Customer",8,"Personal Travel","Eco",109,3,5,3,1,1,3,3,1,4,4,4,5,4,1,0,0,"dissatisfied"
66702,"Female","Loyal Customer",12,"Business travel","Business",3540,3,3,3,3,4,4,4,4,5,5,5,5,4,4,0,0,"satisfied"
26363,"Female","disloyal Customer",28,"Business travel","Eco",894,3,2,2,5,1,2,1,1,3,3,2,5,3,1,3,2,"dissatisfied"
70890,"Male","Loyal Customer",33,"Personal Travel","Business",1721,3,5,3,2,3,3,3,4,4,4,5,3,3,3,182,160,"neutral"
119760,"Female","Loyal Customer",64,"Personal Travel","Eco Plus",1303,2,2,2,3,1,3,3,2,2,2,2,2,2,4,0,0,"dissatisfied"
93635,"Female","Loyal Customer",50,"Personal Travel","Eco",577,2,4,2,3,2,4,4,2,2,2,2,4,2,3,0,0,"dissatisfied"
16925,"Female","Loyal Customer",32,"Business travel","Business",1524,4,4,4,4,4,4,4,4,2,3,2,4,2,4,15,9,"satisfied"
124034,"Male","Loyal Customer",47,"Personal Travel","Eco",184,2,3,2,4,3,2,2,3,2,5,3,3,4,3,0,0,"neutral"
119455,"Male","Loyal Customer",33,"Personal Travel","Business",759,4,4,4,1,5,4,5,5,4,5,5,4,5,5,0,6,"dissatisfied"
56912,"Male","disloyal Customer",41,"Business travel","Business",1209,4,4,4,4,4,4,4,5,4,3,4,4,4,4,158,177,"satisfied"
74486,"Male","disloyal Customer",26,"Business travel","Business",1205,4,4,4,2,1,4,1,1,4,4,5,4,5,1,0,0,"satisfied"
73159,"Female","Loyal Customer",39,"Business travel","Business",1145,2,2,3,2,5,5,4,5,5,5,5,5,5,4,0,0,"satisfied"
17715,"Female","Loyal Customer",45,"Personal Travel","Business",456,4,4,4,4,5,3,3,1,1,4,3,2,1,2,0,0,"dissatisfied"
111415,"Male","Loyal Customer",27,"Personal Travel","Eco",1671,2,2,2,3,4,2,4,4,2,5,3,1,3,4,0,0,"dissatisfied"
70089,"Male","Loyal Customer",23,"Business travel","Business",2162,3,3,3,3,4,5,4,4,3,4,5,4,4,4,20,16,"satisfied"
56128,"Female","Loyal Customer",51,"Business travel","Business",1400,5,5,4,5,4,5,5,4,4,5,4,3,4,5,18,35,"satisfied"
15699,"Male","Loyal Customer",61,"Personal Travel","Business",419,2,5,2,4,5,1,4,5,5,2,5,5,5,1,14,0,"dissatisfied"
26912,"Male","Loyal Customer",32,"Business travel","Business",1660,4,4,4,4,4,4,4,4,4,2,4,4,4,4,0,0,"satisfied"
47465,"Male","Loyal Customer",24,"Personal Travel","Eco",599,5,0,5,1,5,5,5,5,2,4,3,2,2,5,12,0,"satisfied"
114690,"Female","disloyal Customer",23,"Business travel","Eco",447,3,4,3,3,1,3,1,1,5,3,4,5,4,1,0,0,"neutral"
50081,"Female","Loyal Customer",31,"Business travel","Business",2331,2,2,2,2,5,5,5,5,3,1,5,3,5,5,1,8,"satisfied"
95636,"Female","Loyal Customer",57,"Personal Travel","Eco",670,1,5,1,4,3,4,5,5,5,1,5,5,5,5,55,62,"neutral"
4299,"Female","Loyal Customer",59,"Personal Travel","Eco",502,1,3,1,3,4,3,2,2,2,1,2,4,2,4,0,0,"dissatisfied"
35200,"Male","disloyal Customer",26,"Business travel","Eco",828,1,1,1,3,4,1,4,4,4,4,4,2,5,4,0,25,"dissatisfied"
89380,"Female","Loyal Customer",59,"Business travel","Business",151,4,4,4,4,3,5,5,5,5,5,4,4,5,3,0,0,"satisfied"
114360,"Female","Loyal Customer",41,"Business travel","Business",862,5,5,4,5,2,5,5,5,5,5,5,3,5,3,4,24,"satisfied"
5677,"Female","Loyal Customer",35,"Business travel","Business",3805,3,3,3,3,4,5,5,3,3,4,4,4,3,3,0,0,"satisfied"
39921,"Male","Loyal Customer",34,"Business travel","Business",1087,3,3,3,3,4,1,4,2,2,2,2,5,2,5,0,0,"satisfied"
14218,"Male","Loyal Customer",66,"Personal Travel","Eco",620,3,5,3,3,1,3,1,1,4,5,5,5,4,1,3,54,"dissatisfied"
1073,"Female","Loyal Customer",38,"Personal Travel","Eco",102,2,4,2,3,1,2,1,1,3,5,5,4,4,1,3,0,"dissatisfied"
86602,"Female","disloyal Customer",36,"Business travel","Business",746,2,2,2,4,4,2,4,4,5,5,5,5,5,4,16,0,"dissatisfied"
69113,"Male","disloyal Customer",41,"Business travel","Business",1598,3,3,3,3,2,3,2,2,3,2,4,3,5,2,3,0,"dissatisfied"
74376,"Female","Loyal Customer",46,"Business travel","Business",1464,1,1,1,1,2,5,5,4,4,4,4,5,4,4,0,0,"satisfied"
23975,"Female","disloyal Customer",37,"Business travel","Eco",596,5,0,5,4,4,5,4,4,3,1,1,2,2,4,0,0,"satisfied"
76262,"Female","Loyal Customer",31,"Personal Travel","Eco Plus",1175,3,4,3,3,4,3,4,4,4,2,4,5,4,4,0,0,"dissatisfied"
67270,"Female","Loyal Customer",7,"Personal Travel","Eco",1119,3,5,3,2,3,3,3,3,5,4,5,3,5,3,0,0,"neutral"
100889,"Male","Loyal Customer",42,"Business travel","Business",377,5,5,5,5,2,5,5,3,3,3,3,3,3,3,29,29,"satisfied"
83730,"Male","disloyal Customer",50,"Business travel","Eco",627,4,0,4,3,2,4,2,2,3,2,4,2,5,2,0,0,"satisfied"
50516,"Male","Loyal Customer",14,"Personal Travel","Eco",109,5,0,5,3,5,5,2,5,3,3,4,5,5,5,26,35,"satisfied"
29548,"Male","Loyal Customer",38,"Business travel","Business",1448,3,3,3,3,1,3,1,4,4,4,4,4,4,5,0,22,"satisfied"
111785,"Male","disloyal Customer",37,"Business travel","Eco",120,2,4,2,4,4,2,4,4,2,3,4,4,4,4,51,38,"neutral"
79567,"Male","Loyal Customer",36,"Business travel","Business",762,4,1,1,1,4,4,4,3,3,4,3,4,3,4,200,218,"dissatisfied"
40726,"Male","Loyal Customer",32,"Business travel","Eco",558,5,2,2,2,5,5,5,5,4,5,4,1,1,5,0,0,"satisfied"
9328,"Male","Loyal Customer",35,"Personal Travel","Eco",419,3,5,3,4,3,3,3,2,1,3,4,3,2,3,180,165,"neutral"
47753,"Female","Loyal Customer",45,"Business travel","Business",3661,4,4,4,4,2,1,4,5,5,5,5,2,5,3,67,55,"satisfied"
75299,"Male","Loyal Customer",36,"Personal Travel","Eco Plus",1744,2,1,2,4,1,2,1,1,3,1,2,4,4,1,0,0,"neutral"
127706,"Female","Loyal Customer",60,"Business travel","Business",2315,2,2,2,2,5,4,4,4,4,4,4,3,4,5,0,0,"satisfied"
69146,"Male","Loyal Customer",62,"Personal Travel","Eco",2248,3,5,3,3,3,2,5,3,4,4,5,5,4,5,0,38,"dissatisfied"
109615,"Male","Loyal Customer",60,"Business travel","Business",930,1,1,1,1,2,4,5,5,5,5,5,3,5,5,12,12,"satisfied"
83298,"Female","Loyal Customer",23,"Business travel","Business",1956,3,4,3,3,4,4,4,4,3,2,3,3,5,4,1,25,"satisfied"
60077,"Female","Loyal Customer",39,"Business travel","Business",3316,4,4,4,4,5,4,5,4,4,4,4,5,4,5,0,0,"satisfied"
60468,"Male","Loyal Customer",33,"Business travel","Business",862,3,3,3,3,2,2,2,2,3,4,4,3,5,2,3,0,"satisfied"
78836,"Female","Loyal Customer",41,"Personal Travel","Eco",554,4,4,4,2,2,4,5,2,3,2,4,4,5,2,0,0,"neutral"
129529,"Male","Loyal Customer",44,"Business travel","Business",2583,4,4,4,4,4,5,4,3,3,4,3,4,3,4,0,0,"satisfied"
3987,"Female","Loyal Customer",49,"Business travel","Business",419,5,5,5,5,2,4,5,5,5,5,5,4,5,5,0,0,"satisfied"
125433,"Female","Loyal Customer",55,"Personal Travel","Eco",735,3,2,2,1,1,1,2,1,1,2,1,4,1,4,19,17,"neutral"
63486,"Female","disloyal Customer",23,"Business travel","Eco",337,4,5,4,3,1,4,1,1,3,3,4,5,5,1,0,0,"satisfied"
68140,"Male","Loyal Customer",77,"Business travel","Eco Plus",413,1,4,4,4,1,1,1,1,4,1,3,1,3,1,5,3,"neutral"
125994,"Male","Loyal Customer",69,"Personal Travel","Business",631,3,5,4,5,3,5,5,2,2,4,5,4,2,3,3,0,"dissatisfied"
12020,"Female","disloyal Customer",26,"Business travel","Eco",376,1,5,0,3,5,0,5,5,4,2,5,3,5,5,15,9,"dissatisfied"
8723,"Male","Loyal Customer",35,"Personal Travel","Eco",227,2,5,2,2,1,2,1,1,3,2,4,3,4,1,0,0,"dissatisfied"
23446,"Male","Loyal Customer",45,"Business travel","Eco",576,4,1,1,1,4,4,4,4,5,3,4,1,4,4,0,0,"satisfied"
18757,"Male","Loyal Customer",44,"Business travel","Eco",1039,5,1,1,1,5,5,5,5,1,1,2,2,4,5,15,4,"satisfied"
67439,"Female","Loyal Customer",36,"Business travel","Eco",241,2,1,1,1,2,3,2,2,1,4,3,1,3,2,31,15,"dissatisfied"
73220,"Female","disloyal Customer",48,"Business travel","Business",946,5,5,5,4,1,5,5,1,5,4,5,3,5,1,0,0,"satisfied"
35406,"Female","Loyal Customer",45,"Business travel","Eco",676,5,4,4,4,4,5,1,5,5,5,5,3,5,1,0,0,"satisfied"
51653,"Female","Loyal Customer",31,"Business travel","Eco",370,1,5,5,5,1,1,1,1,2,4,4,2,4,1,7,0,"dissatisfied"
55477,"Male","Loyal Customer",47,"Business travel","Business",1825,5,5,1,5,2,5,5,4,4,4,4,4,4,5,0,0,"satisfied"
119911,"Female","Loyal Customer",50,"Business travel","Business",1009,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,0,"satisfied"
7622,"Male","Loyal Customer",52,"Business travel","Business",3830,1,1,2,1,4,5,5,5,5,4,5,3,5,5,0,0,"satisfied"
2680,"Female","Loyal Customer",68,"Personal Travel","Eco",622,3,4,3,4,3,4,4,1,1,3,1,4,1,3,0,0,"neutral"
75517,"Female","Loyal Customer",33,"Business travel","Business",1774,3,1,3,3,5,4,5,4,4,4,4,5,4,5,0,0,"satisfied"
101418,"Female","disloyal Customer",22,"Business travel","Eco Plus",486,1,1,0,3,4,0,3,4,4,5,4,1,4,4,6,0,"dissatisfied"
62909,"Male","Loyal Customer",37,"Personal Travel","Business",909,3,1,3,2,5,2,2,4,4,3,4,4,4,1,24,10,"neutral"
89810,"Male","Loyal Customer",22,"Business travel","Business",1005,5,5,5,5,5,5,5,5,3,5,5,3,4,5,0,0,"satisfied"
75822,"Female","Loyal Customer",25,"Personal Travel","Business",1440,5,4,5,2,4,5,4,4,4,3,4,3,5,4,0,0,"satisfied"
16304,"Male","disloyal Customer",38,"Business travel","Eco",594,1,0,1,2,4,1,4,4,1,2,3,2,5,4,0,0,"dissatisfied"
45274,"Female","Loyal Customer",21,"Personal Travel","Business",222,2,3,2,3,5,2,1,5,1,1,4,1,3,5,12,0,"dissatisfied"
66688,"Male","Loyal Customer",30,"Business travel","Business",3427,3,5,5,5,3,3,3,4,4,4,4,3,2,3,151,147,"neutral"
128108,"Male","Loyal Customer",12,"Business travel","Business",1587,3,3,3,3,3,4,3,3,3,4,4,3,4,3,7,18,"satisfied"
91938,"Male","Loyal Customer",57,"Business travel","Eco",2475,5,3,3,3,5,5,5,5,1,2,5,2,3,5,4,0,"satisfied"
65375,"Male","Loyal Customer",56,"Business travel","Business",432,1,1,1,1,5,5,5,4,4,4,4,5,4,4,0,0,"satisfied"
37792,"Male","Loyal Customer",46,"Business travel","Eco Plus",944,5,2,5,2,5,5,5,5,1,1,5,5,5,5,0,0,"satisfied"
127896,"Female","Loyal Customer",39,"Business travel","Business",1671,5,5,5,5,4,5,5,4,4,4,4,3,4,5,0,0,"satisfied"
74274,"Male","Loyal Customer",47,"Business travel","Business",2288,5,5,5,5,5,5,5,4,4,5,4,5,4,3,86,65,"satisfied"
123423,"Male","Loyal Customer",64,"Personal Travel","Eco",1337,3,5,3,3,4,3,4,4,5,5,4,4,5,4,0,8,"neutral"
45796,"Male","Loyal Customer",52,"Business travel","Business",391,4,4,5,4,4,4,3,4,4,4,4,2,4,4,3,6,"dissatisfied"
17109,"Female","Loyal Customer",7,"Personal Travel","Eco",416,2,2,2,4,1,2,1,1,3,5,4,1,3,1,0,0,"neutral"
